patch	name	type	partial_mask	partial	block_addr	region_off	fine	set	vsel_addr	vel_splits	set_idx_per_velzone
0	     Piano      	10	05	0	05253A	3253A	00	01	076ABA	7F/7F/7F	1/1/1/1
0	     Piano      	10	05	1	05258B	3258B	00	05	076AC5	7F/7F/7F	2/2/2/2
1	  Bright Piano  	10	05	0	052642	32642	00	01	076ABA	7F/7F/7F	1/1/1/1
1	  Bright Piano  	10	05	1	052693	32693	00	05	076AC5	7F/7F/7F	2/2/2/2
2	  Mellow Piano  	10	05	0	05274A	3274A	00	01	076ABA	7F/7F/7F	1/1/1/1
2	  Mellow Piano  	10	05	1	05279B	3279B	00	05	076AC5	7F/7F/7F	2/2/2/2
3	 Piano 1 Octave 	10	05	0	052852	32852	00	00	076AA4	7F/7F/7F	0/0/0/0
3	 Piano 1 Octave 	10	05	1	0528A3	328A3	00	00	076AA4	7F/7F/7F	0/0/0/0
4	 Piano 2 Octave 	10	05	0	05295A	3295A	00	00	076AA4	7F/7F/7F	0/0/0/0
4	 Piano 2 Octave 	10	05	1	0529AB	329AB	00	00	076AA4	7F/7F/7F	0/0/0/0
5	   Rock Piano   	10	01	0	052A62	32A62	01	04	076AE6	7F/7F/7F	6/6/6/6
6	Honky-Tonk Piano	10	05	0	052B19	32B19	00	00	076AA4	7F/7F/7F	0/0/0/0
6	Honky-Tonk Piano	10	05	1	052B6A	32B6A	00	00	076AA4	7F/7F/7F	0/0/0/0
7	 Electric Grand 	10	05	0	052C21	32C21	03	00	076AFC	7F/7F/7F	8/8/8/8
7	 Electric Grand 	10	05	1	052C72	32C72	03	00	076AFC	7F/7F/7F	8/8/8/8
8	   Midi Grand   	10	15	0	052D29	32D29	00	00	076AA4	7F/7F/7F	0/0/0/0
8	   Midi Grand   	10	15	1	052D7A	32D7A	06	00	076B49	3B/4F/63	22/23/19/24
8	   Midi Grand   	10	15	2	052DCB	32DCB	06	00	076B49	3B/4F/63	22/23/19/24
9	   E.Piano 1    	10	01	0	052E82	32E82	05	00	076B12	3C/50/64	13/15/11/16
10	   E.Piano 2    	10	01	0	052F39	32F39	05	01	076B28	59/7F/7F	14/12/12/12
11	 Suitcase E.P.  	10	01	0	052FF0	32FF0	04	00	076B07	59/6D/7F	9/10/12/9
12	Tremolo E.Piano 	10	05	0	0530A7	330A7	04	00	076B07	59/6D/7F	9/10/12/9
12	Tremolo E.Piano 	10	05	1	0530F8	330F8	04	00	076B07	59/6D/7F	9/10/12/9
13	 Wurly E.Piano  	10	11	0	0531AF	331AF	04	00	076B07	59/6D/7F	9/10/12/9
13	 Wurly E.Piano  	10	11	1	053200	33200	7A	07	077885	4B/66/7F	324/325/327/327
14	  Modern E.P.1  	10	01	0	0532B7	332B7	06	00	076B49	3B/4F/63	22/23/19/24
15	  Modern E.P.2  	10	05	0	05336E	3336E	06	01	076B54	7F/7F/7F	20/20/20/20
15	  Modern E.P.2  	10	05	1	0533BF	333BF	06	00	076B49	3B/4F/63	22/23/19/24
16	  Harpsichord   	00	45	0	053476	33476	10	02	076C30	7F/7F/7F	42/42/42/42
16	  Harpsichord   	00	45	1	0534C7	334C7	10	00	076C1A	7F/7F/7F	41/41/41/41
16	  Harpsichord   	00	45	2	053518	33518	1F	80	076DA6	7F/7F/7F	81/81/81/81
17	    Cembalo     	00	55	0	0535CF	335CF	10	00	076C1A	7F/7F/7F	41/41/41/41
17	    Cembalo     	00	55	1	053620	33620	10	02	076C30	7F/7F/7F	42/42/42/42
17	    Cembalo     	00	55	2	053671	33671	10	00	076C1A	7F/7F/7F	41/41/41/41
17	    Cembalo     	00	55	3	0536C2	336C2	1F	80	076DA6	7F/7F/7F	81/81/81/81
18	     Clavi      	30	41	0	053779	33779	11	00	076C3B	7F/7F/7F	45/45/45/45
18	     Clavi      	30	41	1	0537CA	337CA	1F	84	076DD2	7F/7F/7F	82/82/82/82
19	  Synth Clavi   	30	01	0	053881	33881	73	00	077767	7F/7F/7F	303/303/303/303
20	  Glockenspiel  	00	11	0	053938	33938	09	00	076B96	7F/7F/7F	29/29/29/29
20	  Glockenspiel  	00	11	1	053989	33989	57	80	0774E9	7F/7F/7F	245/245/245/245
21	   Vibraphone   	00	11	0	053A40	33A40	08	00	076B8B	7F/7F/7F	28/28/28/28
21	   Vibraphone   	00	11	1	053A91	33A91	0E	01	076BEE	7F/7F/7F	37/37/37/37
22	Vibes&JazzGuitar	00	05	0	053B48	33B48	08	00	076B8B	7F/7F/7F	28/28/28/28
22	Vibes&JazzGuitar	00	05	1	053B99	33B99	19	00	076D01	7F/7F/7F	63/63/63/63
23	    Marimba     	00	01	0	053C50	33C50	0A	00	076BA1	7F/7F/7F	30/30/30/30
24	   Xylophone    	00	01	0	053D07	33D07	0B	00	076BAC	7F/7F/7F	31/31/31/31
25	    Celesta     	00	01	0	053DBE	33DBE	0C	00	076BB7	7F/7F/7F	32/32/32/32
26	 Tubular Bells  	10	01	0	053E75	33E75	0E	00	076BE3	7F/7F/7F	36/36/36/36
27	    Carillon    	10	01	0	053F2C	33F2C	0E	04	076BF9	7F/7F/7F	38/38/38/38
28	   Wind Chime   	10	05	0	053FE3	33FE3	0E	01	076BEE	7F/7F/7F	37/37/37/37
28	   Wind Chime   	10	05	1	054034	34034	0E	01	076BEE	7F/7F/7F	37/37/37/37
29	 Bottle Marimba 	00	01	0	0540EB	340EB	0D	00	076BD8	7F/7F/7F	35/35/35/35
30	 African Mallet 	00	11	0	0541A2	341A2	71	00	077751	7F/7F/7F	301/301/301/301
30	 African Mallet 	00	11	1	0541F3	341F3	5A	80	077520	7F/7F/7F	250/250/250/250
31	Caribbean Mallet	00	15	0	0542AA	342AA	0B	00	076BAC	7F/7F/7F	31/31/31/31
31	Caribbean Mallet	00	15	1	0542FB	342FB	0D	00	076BD8	7F/7F/7F	35/35/35/35
31	Caribbean Mallet	00	15	2	05434C	3434C	70	02	077725	7F/7F/7F	296/296/296/296
32	   Music Box    	00	01	0	054403	34403	07	00	076B6A	7F/7F/7F	25/25/25/25
33	      Harp      	00	11	0	0544BA	344BA	20	00	076DDD	7F/7F/7F	83/83/83/83
33	      Harp      	00	11	1	05450B	3450B	14	00	076C67	7F/7F/7F	49/49/49/49
34	 Orchestra Hit  	10	01	0	0545C2	345C2	7F	01	0778E8	7F/7F/7F	336/336/336/336
35	  Dance Hit 1   	10	01	0	054679	34679	7F	04	0778FE	7F/7F/7F	337/337/337/337
36	  Dance Hit 2   	10	01	0	054730	34730	7F	05	077909	7F/7F/7F	338/338/338/338
37	    Timpani     	30	01	0	0547E7	347E7	7E	00	0778C7	7F/7F/7F	334/334/334/334
38	  Sleigh Bell   	10	05	0	05489E	3489E	53	80	077470	7F/7F/7F	235/235/235/235
38	  Sleigh Bell   	10	05	1	0548EF	348EF	53	80	077470	7F/7F/7F	235/235/235/235
39	      Gong      	10	01	0	0549A6	349A6	5F	84	0775BA	7F/7F/7F	264/264/264/264
40	Classical Guitar	30	01	0	054A5D	34A5D	14	00	076C67	7F/7F/7F	49/49/49/49
41	 Spanish Guitar 	30	01	0	054B14	34B14	14	01	076C72	7F/7F/7F	50/50/50/50
42	 Jazz Ac.Guitar 	30	01	0	054BCB	34BCB	15	00	076C88	7F/7F/7F	52/52/52/52
43	  Bossa Guitar  	30	01	0	054C82	34C82	14	04	076C7D	7F/7F/7F	51/51/51/51
44	Guitar Harmonics	20	11	0	054D39	34D39	1B	03	076D64	7F/7F/7F	72/72/72/72
44	Guitar Harmonics	20	11	1	054D8A	34D8A	12	80	076C51	7F/7F/7F	47/47/47/47
45	  Folk Guitar   	30	11	0	054E41	34E41	16	00	076C9E	7F/7F/7F	54/54/54/54
45	  Folk Guitar   	30	11	1	054E92	34E92	0F	80	076C0F	7F/7F/7F	40/40/40/40
46	12 String Guitar	30	55	0	054F49	34F49	16	00	076C9E	7F/7F/7F	54/54/54/54
46	12 String Guitar	30	55	1	054F9A	34F9A	16	00	076C9E	7F/7F/7F	54/54/54/54
46	12 String Guitar	30	55	2	054FEB	34FEB	0F	80	076C0F	7F/7F/7F	40/40/40/40
46	12 String Guitar	30	55	3	05503C	3503C	16	00	076C9E	7F/7F/7F	54/54/54/54
47	ElectroAc.Guitar	30	01	0	0550F3	350F3	19	01	076D17	7F/7F/7F	64/64/64/64
48	 Jazz Guitar 1  	30	01	0	0551AA	351AA	19	00	076D01	7F/7F/7F	63/63/63/63
49	 Jazz Guitar 2  	30	01	0	055261	35261	18	00	076CEB	7F/7F/7F	61/61/61/61
50	Bright Solid Gtr	30	11	0	055318	35318	1A	00	076D22	7F/7F/7F	66/66/66/66
50	Bright Solid Gtr	30	11	1	055369	35369	10	80	076C25	60/7F/7F	43/44/43/43
51	Mellow Solid Gtr	30	01	0	055420	35420	1C	00	076D6F	7F/7F/7F	73/73/73/73
52	Clean Solid Gtr 	30	11	0	0554D7	354D7	1A	01	076D38	7F/7F/7F	67/67/67/67
52	Clean Solid Gtr 	30	11	1	055528	35528	10	80	076C25	60/7F/7F	43/44/43/43
53	Fusion Solid Gtr	30	01	0	0555DF	355DF	1A	02	076D43	7F/7F/7F	68/68/68/68
54	  Mute Guitar   	30	51	0	055696	35696	1D	00	076D7A	7F/7F/7F	74/74/74/74
54	  Mute Guitar   	30	51	1	0556E7	356E7	10	80	076C25	60/7F/7F	43/44/43/43
54	  Mute Guitar   	30	51	2	055738	35738	11	80	076C46	7F/7F/7F	46/46/46/46
55	Funk Mute Guitar	30	41	0	0557EF	357EF	1D	02	076D85	7F/7F/7F	75/75/75/75
55	Funk Mute Guitar	30	41	1	055840	35840	11	80	076C46	7F/7F/7F	46/46/46/46
56	 Distortion Gtr 	20	01	0	0558F7	358F7	1E	00	076D90	7F/7F/7F	76/76/76/76
57	Overdrive Guitar	20	11	0	0559AE	359AE	1B	02	076D59	7F/7F/7F	71/71/71/71
57	Overdrive Guitar	20	11	1	0559FF	359FF	5E	01	077599	7F/7F/7F	260/260/260/260
58	 Country Guitar 	30	01	0	055AB6	35AB6	1F	01	076DB1	7F/7F/7F	78/78/78/78
59	Nashville Steel 	20	01	0	055B6D	35B6D	1F	02	076DBC	7F/7F/7F	79/79/79/79
60	     Banjo      	20	01	0	055C24	35C24	21	00	076DFE	7F/7F/7F	86/86/86/86
61	    Mandolin    	20	01	0	055CDB	35CDB	23	00	076E2A	7F/7F/7F	90/90/90/90
62	Hawaiian Guitar1	20	01	0	055D92	35D92	1F	00	076D9B	7F/7F/7F	77/77/77/77
63	Hawaiian Guitar2	20	01	0	055E49	35E49	1F	03	076DC7	7F/7F/7F	80/80/80/80
64	      Koto      	30	01	0	055F00	35F00	25	00	076E56	7F/7F/7F	94/94/94/94
65	    Shamisen    	30	01	0	055FB7	35FB7	24	00	076E4B	7F/7F/7F	93/93/93/93
66	    Kalimba     	00	11	0	05606E	3606E	27	00	076E8D	7F/7F/7F	99/99/99/99
66	    Kalimba     	00	11	1	0560BF	360BF	59	80	077515	7F/7F/7F	249/249/249/249
67	 Metal Kalimba  	00	05	0	056176	36176	27	00	076E8D	7F/7F/7F	99/99/99/99
67	 Metal Kalimba  	00	05	1	0561C7	361C7	59	80	077515	7F/7F/7F	249/249/249/249
68	     Sitar      	30	01	0	05627E	3627E	26	00	076E6C	7F/7F/7F	96/96/96/96
69	   Steel Drum   	00	11	0	056335	36335	0F	00	076C04	7F/7F/7F	39/39/39/39
69	   Steel Drum   	00	11	1	056386	36386	46	80	0772AD	7F/7F/7F	193/193/193/193
70	     Bonang     	10	01	0	05643D	3643D	70	04	07773B	7F/7F/7F	298/298/298/298
71	    Sarrons     	10	01	0	0564F4	364F4	70	03	077730	7F/7F/7F	297/297/297/297
72	     Kenong     	10	01	0	0565AB	365AB	70	00	07770F	7F/7F/7F	295/295/295/295
73	    Slentem     	10	01	0	056662	36662	70	05	077746	7F/7F/7F	299/299/299/299
74	    Dulcimer    	20	05	0	056719	36719	26	01	076E77	7F/7F/7F	97/97/97/97
74	    Dulcimer    	20	05	1	05676A	3676A	26	01	076E77	7F/7F/7F	97/97/97/97
75	     Kanun      	20	15	0	056821	36821	25	00	076E56	7F/7F/7F	94/94/94/94
75	     Kanun      	20	15	1	056872	36872	25	00	076E56	7F/7F/7F	94/94/94/94
75	     Kanun      	20	15	2	0568C3	368C3	25	00	076E56	7F/7F/7F	94/94/94/94
76	     Cumbus     	20	15	0	05697A	3697A	2D	00	076FB6	7F/7F/7F	124/124/124/124
76	     Cumbus     	20	15	1	0569CB	369CB	2D	00	076FB6	7F/7F/7F	124/124/124/124
76	     Cumbus     	20	15	2	056A1C	36A1C	29	00	076F06	7F/7F/7F	110/110/110/110
77	    Ukulele     	30	11	0	056AD3	36AD3	16	00	076C9E	7F/7F/7F	54/54/54/54
77	    Ukulele     	30	11	1	056B24	36B24	0F	80	076C0F	7F/7F/7F	40/40/40/40
78	    Bouzouki    	30	45	0	056BDB	36BDB	23	04	076E40	7F/7F/7F	91/91/91/91
78	    Bouzouki    	30	45	1	056C2C	36C2C	23	04	076E40	7F/7F/7F	91/91/91/91
78	    Bouzouki    	30	45	2	056C7D	36C7D	23	04	076E40	7F/7F/7F	91/91/91/91
79	  Talking Drum  	10	05	0	056D34	36D34	40	80	0771FD	7F/7F/7F	178/178/178/178
79	  Talking Drum  	10	05	1	056D85	36D85	41	80	077229	7F/7F/7F	182/182/182/182
80	SymphonicStrings	20	05	0	056E3C	36E3C	64	00	07761D	7F/7F/7F	273/273/273/273
80	SymphonicStrings	20	05	1	056E8D	36E8D	64	04	077633	7F/7F/7F	275/275/275/275
81	Concert Strings 	20	05	0	056F44	36F44	65	00	077649	7F/7F/7F	277/277/277/277
81	Concert Strings 	20	05	1	056F95	36F95	65	01	077654	7F/7F/7F	278/278/278/278
82	ClassicalStrings	20	01	0	05704C	3704C	64	00	07761D	7F/7F/7F	273/273/273/273
83	Marcato Strings 	20	01	0	057103	37103	64	04	077633	7F/7F/7F	275/275/275/275
84	Violin Ensemble 	20	01	0	0571BA	371BA	66	00	07765F	7F/7F/7F	279/279/279/279
85	 Viola Ensemble 	20	01	0	057271	37271	66	04	077675	7F/7F/7F	280/280/280/280
86	 Cello Ensemble 	20	01	0	057328	37328	67	00	077680	7F/7F/7F	282/282/282/282
87	 Bass Ensemble  	20	01	0	0573DF	373DF	67	04	07768B	7F/7F/7F	283/283/283/283
88	  Slow Strings  	20	01	0	057496	37496	64	00	07761D	7F/7F/7F	273/273/273/273
89	 Octave Strings 	20	05	0	05754D	3754D	64	04	077633	7F/7F/7F	275/275/275/275
89	 Octave Strings 	20	05	1	05759E	3759E	64	00	07761D	7F/7F/7F	273/273/273/273
90	  Bass Strings  	20	11	0	057655	37655	62	00	0775FC	7F/7F/7F	270/270/270/270
90	  Bass Strings  	20	11	1	0576A6	376A6	64	04	077633	7F/7F/7F	275/275/275/275
91	Tremolo Strings 	00	05	0	05775D	3775D	64	00	07761D	7F/7F/7F	273/273/273/273
91	Tremolo Strings 	00	05	1	0577AE	377AE	64	04	077633	7F/7F/7F	275/275/275/275
92	 Pizzicato Str. 	00	05	0	057865	37865	63	00	077612	7F/7F/7F	272/272/272/272
92	 Pizzicato Str. 	00	05	1	0578B6	378B6	63	00	077612	7F/7F/7F	272/272/272/272
93	Synth Strings 1 	20	15	0	05796D	3796D	78	00	077801	7F/7F/7F	317/317/317/317
93	Synth Strings 1 	20	15	1	0579BE	379BE	76	00	077788	7F/7F/7F	306/306/306/306
93	Synth Strings 1 	20	15	2	057A0F	37A0F	64	04	077633	7F/7F/7F	275/275/275/275
94	Synth Strings 2 	20	05	0	057AC6	37AC6	6B	01	0776D8	7F/7F/7F	289/289/289/289
94	Synth Strings 2 	20	05	1	057B17	37B17	76	00	077788	7F/7F/7F	306/306/306/306
95	     Violin     	20	01	0	057BCE	37BCE	60	00	0775C5	7F/7F/7F	265/265/265/265
96	  Jazz Violin   	20	01	0	057C85	37C85	60	01	0775D0	7F/7F/7F	266/266/266/266
97	 Country Fiddle 	20	05	0	057D3C	37D3C	60	00	0775C5	7F/7F/7F	265/265/265/265
97	 Country Fiddle 	20	05	1	057D8D	37D8D	60	01	0775D0	7F/7F/7F	266/266/266/266
98	     Viola      	20	01	0	057E44	37E44	61	01	0775F1	7F/7F/7F	268/268/268/268
99	     Cello      	20	01	0	057EFB	37EFB	61	00	0775DB	7F/7F/7F	267/267/267/267
100	   Bowed Bass   	20	01	0	057FB2	37FB2	62	00	0775FC	7F/7F/7F	270/270/270/270
101	    Vocal Ah    	20	01	0	058069	38069	68	04	0776AC	7F/7F/7F	286/286/286/286
102	  Pop Vocal Ah  	20	01	0	058120	38120	68	02	0776A1	7F/7F/7F	285/285/285/285
103	Stereo Vocal Ah 	20	05	0	0581D7	381D7	68	04	0776AC	7F/7F/7F	286/286/286/286
103	Stereo Vocal Ah 	20	05	1	058228	38228	68	02	0776A1	7F/7F/7F	285/285/285/285
104	   Vocal Ooh    	20	01	0	0582DF	382DF	68	01	077696	7F/7F/7F	284/284/284/284
105	    Humming     	20	11	0	058396	38396	69	00	0776C2	7F/7F/7F	288/288/288/288
105	    Humming     	20	11	1	0583E7	383E7	68	04	0776AC	7F/7F/7F	286/286/286/286
106	  Synth Vocal   	20	11	0	05849E	3849E	68	01	077696	7F/7F/7F	284/284/284/284
106	  Synth Vocal   	20	11	1	0584EF	384EF	6B	01	0776D8	7F/7F/7F	289/289/289/289
107	    Air Vox     	20	11	0	0585A6	385A6	48	00	0772B8	7F/7F/7F	194/194/194/194
107	    Air Vox     	20	11	1	0585F7	385F7	68	04	0776AC	7F/7F/7F	286/286/286/286
108	   Vocal Doo    	20	05	0	0586AE	386AE	6D	00	0776EE	7F/7F/7F	292/292/292/292
108	   Vocal Doo    	20	05	1	0586FF	386FF	68	01	077696	7F/7F/7F	284/284/284/284
109	   Vocal Daa    	20	05	0	0587B6	387B6	6D	01	0776F9	7F/7F/7F	293/293/293/293
109	   Vocal Daa    	20	05	1	058807	38807	68	02	0776A1	7F/7F/7F	285/285/285/285
110	 German Acdn 1  	00	05	0	0588BE	388BE	51	02	07740D	7F/7F/7F	224/224/224/224
110	 German Acdn 1  	00	05	1	05890F	3890F	51	03	077418	7F/7F/7F	225/225/225/225
111	 German Acdn 2  	00	15	0	0589C6	389C6	51	01	077402	7F/7F/7F	223/223/223/223
111	 German Acdn 2  	00	15	1	058A17	38A17	51	02	07740D	7F/7F/7F	224/224/224/224
111	 German Acdn 2  	00	15	2	058A68	38A68	51	03	077418	7F/7F/7F	225/225/225/225
112	 German Acdn 3  	00	11	0	058B1F	38B1F	51	01	077402	7F/7F/7F	223/223/223/223
112	 German Acdn 3  	00	11	1	058B70	38B70	51	03	077418	7F/7F/7F	225/225/225/225
113	 German Acdn 4  	00	55	0	058C27	38C27	51	05	07742E	7F/7F/7F	227/227/227/227
113	 German Acdn 4  	00	55	1	058C78	38C78	51	03	077418	7F/7F/7F	225/225/225/225
113	 German Acdn 4  	00	55	2	058CC9	38CC9	51	05	07742E	7F/7F/7F	227/227/227/227
113	 German Acdn 4  	00	55	3	058D1A	38D1A	51	05	07742E	7F/7F/7F	227/227/227/227
114	 German Acdn 5  	00	15	0	058DD1	38DD1	51	03	077418	7F/7F/7F	225/225/225/225
114	 German Acdn 5  	00	15	1	058E22	38E22	51	03	077418	7F/7F/7F	225/225/225/225
114	 German Acdn 5  	00	15	2	058E73	38E73	51	03	077418	7F/7F/7F	225/225/225/225
115	 German Acdn 6  	00	15	0	058F2A	38F2A	51	03	077418	7F/7F/7F	225/225/225/225
115	 German Acdn 6  	00	15	1	058F7B	38F7B	51	02	07740D	7F/7F/7F	224/224/224/224
115	 German Acdn 6  	00	15	2	058FCC	38FCC	51	03	077418	7F/7F/7F	225/225/225/225
116	 German Acdn 7  	00	11	0	059083	39083	51	02	07740D	7F/7F/7F	224/224/224/224
116	 German Acdn 7  	00	11	1	0590D4	390D4	51	03	077418	7F/7F/7F	225/225/225/225
117	 German Acdn 8  	00	01	0	05918B	3918B	51	02	07740D	7F/7F/7F	224/224/224/224
118	German Acdn Bs1 	00	15	0	059242	39242	51	04	077423	7F/7F/7F	226/226/226/226
118	German Acdn Bs1 	00	15	1	059293	39293	51	03	077418	7F/7F/7F	225/225/225/225
118	German Acdn Bs1 	00	15	2	0592E4	392E4	51	03	077418	7F/7F/7F	225/225/225/225
119	German Acdn Bs2 	00	15	0	05939B	3939B	51	00	0773EC	7F/7F/7F	222/222/222/222
119	German Acdn Bs2 	00	15	1	0593EC	393EC	51	05	07742E	7F/7F/7F	227/227/227/227
119	German Acdn Bs2 	00	15	2	05943D	3943D	50	03	0773D6	7F/7F/7F	219/219/219/219
120	 Italian Acdn 1 	00	01	0	0594F4	394F4	50	01	0773C0	7F/7F/7F	217/217/217/217
121	 Italian Acdn 2 	00	05	0	0595AB	395AB	50	01	0773C0	7F/7F/7F	217/217/217/217
121	 Italian Acdn 2 	00	05	1	0595FC	395FC	50	02	0773CB	7F/7F/7F	218/218/218/218
122	 Italian Acdn 3 	00	05	0	0596B3	396B3	50	01	0773C0	7F/7F/7F	217/217/217/217
122	 Italian Acdn 3 	00	05	1	059704	39704	50	03	0773D6	7F/7F/7F	219/219/219/219
123	 Italian Acdn 4 	00	55	0	0597BB	397BB	50	01	0773C0	7F/7F/7F	217/217/217/217
123	 Italian Acdn 4 	00	55	1	05980C	3980C	50	03	0773D6	7F/7F/7F	219/219/219/219
123	 Italian Acdn 4 	00	55	2	05985D	3985D	50	05	0773E1	7F/7F/7F	220/220/220/220
123	 Italian Acdn 4 	00	55	3	0598AE	398AE	50	02	0773CB	7F/7F/7F	218/218/218/218
124	 Italian Acdn 5 	00	15	0	059965	39965	50	01	0773C0	7F/7F/7F	217/217/217/217
124	 Italian Acdn 5 	00	15	1	0599B6	399B6	50	02	0773CB	7F/7F/7F	218/218/218/218
124	 Italian Acdn 5 	00	15	2	059A07	39A07	50	03	0773D6	7F/7F/7F	219/219/219/219
125	 Italian Acdn 6 	00	05	0	059ABE	39ABE	50	02	0773CB	7F/7F/7F	218/218/218/218
125	 Italian Acdn 6 	00	05	1	059B0F	39B0F	50	03	0773D6	7F/7F/7F	219/219/219/219
126	 Italian Acdn 7 	00	05	0	059BC6	39BC6	50	02	0773CB	7F/7F/7F	218/218/218/218
126	 Italian Acdn 7 	00	05	1	059C17	39C17	50	03	0773D6	7F/7F/7F	219/219/219/219
127	 Italian Acdn 8 	00	01	0	059CCE	39CCE	50	02	0773CB	7F/7F/7F	218/218/218/218
128	Italian Acdn Bs1	00	15	0	059D85	39D85	50	01	0773C0	7F/7F/7F	217/217/217/217
128	Italian Acdn Bs1	00	15	1	059DD6	39DD6	50	02	0773CB	7F/7F/7F	218/218/218/218
128	Italian Acdn Bs1	00	15	2	059E27	39E27	50	03	0773D6	7F/7F/7F	219/219/219/219
129	Italian Acdn Bs2	00	15	0	059EDE	39EDE	50	01	0773C0	7F/7F/7F	217/217/217/217
129	Italian Acdn Bs2	00	15	1	059F2F	39F2F	50	03	0773D6	7F/7F/7F	219/219/219/219
129	Italian Acdn Bs2	00	15	2	059F80	39F80	50	05	0773E1	7F/7F/7F	220/220/220/220
130	   Perc Organ   	20	01	0	05A037	3A037	58	00	0774F4	7F/7F/7F	246/246/246/246
131	 Full Drawbars  	20	01	0	05A0EE	3A0EE	59	00	07750A	7F/7F/7F	248/248/248/248
132	 Jazz Drawbars  	20	01	0	05A1A5	3A1A5	5D	00	077578	7F/7F/7F	258/258/258/258
133	    16' & 1'    	20	01	0	05A25C	3A25C	5B	00	07752B	7F/7F/7F	251/251/251/251
134	Accomp Drawbars 	20	51	0	05A313	3A313	5B	01	077541	7F/7F/7F	252/252/252/252
134	Accomp Drawbars 	20	51	1	05A364	3A364	5E	01	077599	7F/7F/7F	260/260/260/260
134	Accomp Drawbars 	20	51	2	05A3B5	3A3B5	18	80	076CF6	7F/7F/7F	62/62/62/62
135	   Pop Organ    	20	51	0	05A46C	3A46C	5B	01	077541	7F/7F/7F	252/252/252/252
135	   Pop Organ    	20	51	1	05A4BD	3A4BD	5E	01	077599	7F/7F/7F	260/260/260/260
135	   Pop Organ    	20	51	2	05A50E	3A50E	18	80	076CF6	7F/7F/7F	62/62/62/62
136	   Soul Organ   	20	51	0	05A5C5	3A5C5	5B	02	077557	7F/7F/7F	253/253/253/253
136	   Soul Organ   	20	51	1	05A616	3A616	5B	02	077557	7F/7F/7F	253/253/253/253
136	   Soul Organ   	20	51	2	05A667	3A667	18	80	076CF6	7F/7F/7F	62/62/62/62
137	   Rock Organ   	20	15	0	05A71E	3A71E	59	00	07750A	7F/7F/7F	248/248/248/248
137	   Rock Organ   	20	15	1	05A76F	3A76F	59	00	07750A	7F/7F/7F	248/248/248/248
137	   Rock Organ   	20	15	2	05A7C0	3A7C0	18	80	076CF6	7F/7F/7F	62/62/62/62
138	   Organ Bass   	00	05	0	05A877	3A877	5B	02	077557	7F/7F/7F	253/253/253/253
138	   Organ Bass   	00	05	1	05A8C8	3A8C8	5B	02	077557	7F/7F/7F	253/253/253/253
139	  Chapel Organ  	00	15	0	05A97F	3A97F	55	05	0774B2	7F/7F/7F	239/239/239/239
139	  Chapel Organ  	00	15	1	05A9D0	3A9D0	55	04	0774A7	7F/7F/7F	238/238/238/238
139	  Chapel Organ  	00	15	2	05AA21	3AA21	48	00	0772B8	7F/7F/7F	194/194/194/194
140	   Full Organ   	00	15	0	05AAD8	3AAD8	54	00	077486	7F/7F/7F	236/236/236/236
140	   Full Organ   	00	15	1	05AB29	3AB29	54	00	077486	7F/7F/7F	236/236/236/236
140	   Full Organ   	00	15	2	05AB7A	3AB7A	55	04	0774A7	7F/7F/7F	238/238/238/238
141	Cathedral Organ 	00	15	0	05AC31	3AC31	56	05	0774DE	7F/7F/7F	242/242/242/242
141	Cathedral Organ 	00	15	1	05AC82	3AC82	56	04	0774D3	7F/7F/7F	241/241/241/241
141	Cathedral Organ 	00	15	2	05ACD3	3ACD3	54	00	077486	7F/7F/7F	236/236/236/236
142	 Theatre Organ  	00	15	0	05AD8A	3AD8A	56	05	0774DE	7F/7F/7F	242/242/242/242
142	 Theatre Organ  	00	15	1	05ADDB	3ADDB	78	01	07780C	7F/7F/7F	318/318/318/318
142	 Theatre Organ  	00	15	2	05AE2C	3AE2C	49	00	0772D9	7F/7F/7F	197/197/197/197
143	 Theatre Accomp 	00	15	0	05AEE3	3AEE3	78	01	07780C	7F/7F/7F	318/318/318/318
143	 Theatre Accomp 	00	15	1	05AF34	3AF34	78	01	07780C	7F/7F/7F	318/318/318/318
143	 Theatre Accomp 	00	15	2	05AF85	3AF85	55	04	0774A7	7F/7F/7F	238/238/238/238
144	Theatre Novelty 	00	15	0	05B03C	3B03C	5E	01	077599	7F/7F/7F	260/260/260/260
144	Theatre Novelty 	00	15	1	05B08D	3B08D	5E	01	077599	7F/7F/7F	260/260/260/260
144	Theatre Novelty 	00	15	2	05B0DE	3B0DE	49	00	0772D9	7F/7F/7F	197/197/197/197
145	Bright Accordion	00	01	0	05B195	3B195	50	00	0773AA	7F/7F/7F	216/216/216/216
146	Mellow Accordion	00	01	0	05B24C	3B24C	51	00	0773EC	7F/7F/7F	222/222/222/222
147	    Musette     	00	01	0	05B303	3B303	52	00	077439	7F/7F/7F	229/229/229/229
148	   Bandoneon    	00	05	0	05B3BA	3B3BA	51	00	0773EC	7F/7F/7F	222/222/222/222
148	   Bandoneon    	00	05	1	05B40B	3B40B	51	00	0773EC	7F/7F/7F	222/222/222/222
149	 Folk Accordion 	00	55	0	05B4C2	3B4C2	52	04	07744F	7F/7F/7F	230/230/230/230
149	 Folk Accordion 	00	55	1	05B513	3B513	52	00	077439	7F/7F/7F	229/229/229/229
149	 Folk Accordion 	00	55	2	05B564	3B564	52	05	07745A	7F/7F/7F	231/231/231/231
